Date,Name,Position,Seniority,Location,Studio,Client Tag,Project Tag,Team Name,Engagement,Leader Name,Engagement Group
2023-06-29,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.44,Alberto Cordero,1
2023-06-30,Sofía Delgado,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.44,Alberto Cordero,1
2023-01-02,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.65,Alberto Cordero,5
2023-01-03,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.93,Alberto Cordero,5
2023-01-04,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.94,Alberto Cordero,5
2023-01-05,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.7,Alberto Cordero,5
2023-01-06,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.86,Alberto Cordero,5
2023-01-09,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.63,Alberto Cordero,5
2023-01-10,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.71,Alberto Cordero,5
2023-01-11,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.56,Alberto Cordero,5
2023-01-12,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.6,Alberto Cordero,5
2023-01-13,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.71,Alberto Cordero,5
2023-01-16,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.73,Alberto Cordero,5
2023-01-17,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.64,Alberto Cordero,5
2023-01-18,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.53,Alberto Cordero,5
2023-01-19,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.58,Alberto Cordero,5
2023-01-20,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.75,Alberto Cordero,5
2023-01-23,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.97,Alberto Cordero,5
2023-01-24,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.72,Alberto Cordero,5
2023-01-25,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.65,Alberto Cordero,5
2023-01-26,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.69,Alberto Cordero,5
2023-01-27,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.77,Alberto Cordero,5
2023-01-30,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.96,Alberto Cordero,5
2023-01-31,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.94,Alberto Cordero,5
2023-02-01,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.72,Alberto Cordero,5
2023-02-02,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.68,Alberto Cordero,5
2023-02-03,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.58,Alberto Cordero,5
2023-02-07,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.65,Alberto Cordero,5
2023-02-08,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.68,Alberto Cordero,5
2023-02-09,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.5,Alberto Cordero,5
2023-02-10,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.97,Alberto Cordero,5
2023-02-13,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.5,Alberto Cordero,5
2023-02-14,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.94,Alberto Cordero,5
2023-02-15,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.7,Alberto Cordero,5
2023-02-16,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.77,Alberto Cordero,5
2023-02-17,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.89,Alberto Cordero,5
2023-02-20,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.98,Alberto Cordero,5
2023-02-21,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.71,Alberto Cordero,5
2023-02-22,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.71,Alberto Cordero,5
2023-02-23,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.73,Alberto Cordero,5
2023-02-24,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.76,Alberto Cordero,5
2023-02-27,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.74,Alberto Cordero,5
2023-02-28,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.99,Alberto Cordero,5
2023-03-01,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.52,Alberto Cordero,5
2023-03-02,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.95,Alberto Cordero,5
2023-03-03,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.86,Alberto Cordero,5
2023-03-06,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.97,Alberto Cordero,5
2023-03-07,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.84,Alberto Cordero,5
2023-03-08,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.62,Alberto Cordero,5
2023-03-09,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.91,Alberto Cordero,5
2023-03-10,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.69,Alberto Cordero,5
2023-03-13,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.87,Alberto Cordero,5
2023-03-14,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.6,Alberto Cordero,5
2023-03-15,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.76,Alberto Cordero,5
2023-03-16,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.69,Alberto Cordero,5
2023-03-17,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.71,Alberto Cordero,5
2023-03-21,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.77,Alberto Cordero,5
2023-03-22,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.61,Alberto Cordero,5
2023-03-23,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.65,Alberto Cordero,5
2023-03-24,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.53,Alberto Cordero,5
2023-03-27,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.74,Alberto Cordero,5
2023-03-28,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.67,Alberto Cordero,5
2023-03-29,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.81,Alberto Cordero,5
2023-03-30,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.71,Alberto Cordero,5
2023-03-31,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.92,Alberto Cordero,5
2023-04-03,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,5.0,Alberto Cordero,5
2023-04-04,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.92,Alberto Cordero,5
2023-04-05,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.73,Alberto Cordero,5
2023-04-06,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.78,Alberto Cordero,5
2023-04-10,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.76,Alberto Cordero,5
2023-04-11,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.81,Alberto Cordero,5
2023-04-12,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.92,Alberto Cordero,5
2023-04-13,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.59,Alberto Cordero,5
2023-04-14,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.6,Alberto Cordero,5
2023-04-17,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.62,Alberto Cordero,5
2023-04-18,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.8,Alberto Cordero,5
2023-04-19,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.96,Alberto Cordero,5
2023-04-20,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.68,Alberto Cordero,5
2023-04-21,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.56,Alberto Cordero,5
2023-04-24,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.74,Alberto Cordero,5
2023-04-25,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.8,Alberto Cordero,5
2023-04-26,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.61,Alberto Cordero,5
2023-04-27,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.64,Alberto Cordero,5
2023-04-28,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.92,Alberto Cordero,5
2023-05-02,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.77,Alberto Cordero,5
2023-05-03,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.88,Alberto Cordero,5
2023-05-04,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.96,Alberto Cordero,5
2023-05-05,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,5.0,Alberto Cordero,5
2023-05-08,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.64,Alberto Cordero,5
2023-05-09,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.75,Alberto Cordero,5
2023-05-10,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.57,Alberto Cordero,5
2023-05-11,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.9,Alberto Cordero,5
2023-05-12,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.87,Alberto Cordero,5
2023-05-15,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.84,Alberto Cordero,5
2023-05-16,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.57,Alberto Cordero,5
2023-05-17,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.52,Alberto Cordero,5
2023-05-18,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.79,Alberto Cordero,5
2023-05-19,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,4.97,Alberto Cordero,5
2023-05-22,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.08,Alberto Cordero,3
2023-05-23,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.82,Alberto Cordero,2
2023-05-24,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,0.0,Alberto Cordero,0
2023-05-25,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,0.0,Alberto Cordero,0
2023-05-26,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,0.0,Alberto Cordero,0
2023-05-29,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,0.0,Alberto Cordero,0
2023-05-30,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.9,Alberto Cordero,3
2023-05-31,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.99,Alberto Cordero,3
2023-06-01,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.73,Alberto Cordero,2
2023-06-02,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.91,Alberto Cordero,3
2023-06-05,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.25,Alberto Cordero,3
2023-06-06,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.53,Alberto Cordero,2
2023-06-07,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.84,Alberto Cordero,2
2023-06-08,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.79,Alberto Cordero,2
2023-06-09,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.93,Alberto Cordero,3
2023-06-12,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.5,Alberto Cordero,2
2023-06-13,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.59,Alberto Cordero,2
2023-06-14,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.58,Alberto Cordero,2
2023-06-15,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.79,Alberto Cordero,2
2023-06-16,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.96,Alberto Cordero,3
2023-06-19,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.19,Alberto Cordero,3
2023-06-20,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.76,Alberto Cordero,2
2023-06-21,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.41,Alberto Cordero,4
2023-06-22,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.69,Alberto Cordero,2
2023-06-23,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.25,Alberto Cordero,3
2023-06-26,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.69,Alberto Cordero,2
2023-06-27,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.91,Alberto Cordero,3
2023-06-28,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.85,Alberto Cordero,2
2023-06-29,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.1,Alberto Cordero,3
2023-06-30,Carlos Silva,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.87,Alberto Cordero,2
2023-01-02,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.71,Alberto Cordero,2
2023-01-03,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.62,Alberto Cordero,2
2023-01-04,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.25,Alberto Cordero,3
2023-01-05,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.99,Alberto Cordero,3
2023-01-06,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.06,Alberto Cordero,3
2023-01-09,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.36,Alberto Cordero,4
2023-01-10,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.25,Alberto Cordero,3
2023-01-11,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.22,Alberto Cordero,3
2023-01-12,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.29,Alberto Cordero,3
2023-01-13,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.06,Alberto Cordero,3
2023-01-16,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.91,Alberto Cordero,3
2023-01-17,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.61,Alberto Cordero,2
2023-01-18,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.13,Alberto Cordero,3
2023-01-19,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.69,Alberto Cordero,2
2023-01-20,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.89,Alberto Cordero,3
2023-01-23,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.28,Alberto Cordero,3
2023-01-24,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.86,Alberto Cordero,2
2023-01-25,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.89,Alberto Cordero,3
2023-01-26,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.75,Alberto Cordero,2
2023-01-27,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.02,Alberto Cordero,3
2023-01-30,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.52,Alberto Cordero,2
2023-01-31,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.63,Alberto Cordero,2
2023-02-01,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.33,Alberto Cordero,4
2023-02-02,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.43,Alberto Cordero,4
2023-02-03,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,3.22,Alberto Cordero,3
2023-02-07,Ana Rojas,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HSTGIE,HOREXP,Finding Nemo's Friends,2.78,Alberto Cordero,2
