Date,Email,Name,Position,Seniority,Location,Studio,Client,Client Tag,Project,Project Tag,Team Name,Engagement,Email Leader,Year,Month,Day
05Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.24,cristian.bravo@tec.globant.com,2023,6,5
06Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,6
07Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0,cristian.bravo@tec.globant.com,2023,6,7
08Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,8
09Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,9
12Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0,cristian.bravo@tec.globant.com,2023,6,12
13Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,13
14Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,14
15Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,15
16Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,16
19Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,19
20Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,20
21Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,21
22Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,22
23Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,23
26Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,26
27Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,27
28Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,28
29Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.25,cristian.bravo@tec.globant.com,2023,6,29
30Jun23,sergio.ceballos@tec.globant.com,Sergio Ceballos,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.24,cristian.bravo@tec.globant.com,2023,6,30
02Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,2
03Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,3
04Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,4
05Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,5
06Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,6
09Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,9
10Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.88,cristian.bravo@tec.globant.com,2023,1,10
11Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,11
12Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,12
13Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,13
16Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,16
17Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,17
18Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,18
19Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.88,cristian.bravo@tec.globant.com,2023,1,19
20Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.38,cristian.bravo@tec.globant.com,2023,1,20
23Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.38,cristian.bravo@tec.globant.com,2023,1,23
24Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.38,cristian.bravo@tec.globant.com,2023,1,24
25Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.38,cristian.bravo@tec.globant.com,2023,1,25
26Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.38,cristian.bravo@tec.globant.com,2023,1,26
27Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.38,cristian.bravo@tec.globant.com,2023,1,27
30Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,4.38,cristian.bravo@tec.globant.com,2023,1,30
31Jan23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.88,cristian.bravo@tec.globant.com,2023,1,31
01Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.88,cristian.bravo@tec.globant.com,2023,2,1
02Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0,cristian.bravo@tec.globant.com,2023,2,2
03Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.88,cristian.bravo@tec.globant.com,2023,2,3
07Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.88,cristian.bravo@tec.globant.com,2023,2,7
08Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.88,cristian.bravo@tec.globant.com,2023,2,8
09Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.88,cristian.bravo@tec.globant.com,2023,2,9
10Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.38,cristian.bravo@tec.globant.com,2023,2,10
13Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.38,cristian.bravo@tec.globant.com,2023,2,13
14Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.38,cristian.bravo@tec.globant.com,2023,2,14
15Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.38,cristian.bravo@tec.globant.com,2023,2,15
16Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.38,cristian.bravo@tec.globant.com,2023,2,16
17Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.38,cristian.bravo@tec.globant.com,2023,2,17
20Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,3.38,cristian.bravo@tec.globant.com,2023,2,20
21Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.88,cristian.bravo@tec.globant.com,2023,2,21
22Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,2,22
23Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,2,23
24Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,2,24
27Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,2,27
28Feb23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,2,28
01Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,1
02Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,2
03Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,3
06Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,6
07Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,7
08Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,8
09Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,9
10Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,10
13Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,13
14Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,14
15Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.88,cristian.bravo@tec.globant.com,2023,3,15
16Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,16
17Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,17
21Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,21
22Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0,cristian.bravo@tec.globant.com,2023,3,22
23Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,23
24Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,24
27Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,27
28Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,28
29Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.88,cristian.bravo@tec.globant.com,2023,3,29
30Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,30
31Mar23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,3,31
03Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,4,3
04Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.88,cristian.bravo@tec.globant.com,2023,4,4
05Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,4,5
06Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,4,6
10Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,4,10
11Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,4,11
12Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0,cristian.bravo@tec.globant.com,2023,4,12
13Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,4,13
14Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,4,14
17Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,4,17
18Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,4,18
19Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,4,19
20Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,4,20
21Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,4,21
24Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,4,24
25Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.88,cristian.bravo@tec.globant.com,2023,4,25
26Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,4,26
27Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,4,27
28Apr23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,4,28
02May23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,5,2
03May23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.88,cristian.bravo@tec.globant.com,2023,5,3
04May23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.88,cristian.bravo@tec.globant.com,2023,5,4
05May23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,5,5
08May23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,5,8
09May23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,2.89,cristian.bravo@tec.globant.com,2023,5,9
10May23,elena.castillo@tec.globant.com,Elena Castillo,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,0.88,cristian.bravo@tec.globant.com,2023,5,10
